TREATMENTMAPPING,,,,,,,,/TREATMENTMAPPING
BOOK.NAME,ID,QUERY_SEQNBR.NAME,NEXT_ID,QUERY_SEQNBR.TYPE,BOOK_LINK.ID,PREVIOUS_ID,TYPE,
Treasury_SG_DBU,7887af9f-660f-40c6-952d-87ecf39ded56,A_TR_Bond FVTPL,74d0b95f-f1d6-4ab6-ada0-ce8e328d796d,FASQL Query,Treasury_SG_DBU|Bond FVTPL,0b70278c-ea63-496f-9fdb-f43937a78abc,Trade,
Treasury_SG_DBU,74d0b95f-f1d6-4ab6-ada0-ce8e328d796d,A_TR_Bond Issuance,58b5c9d4-cf8f-4aa0-be4b-ca771e40c5f5,FASQL Query,Treasury_SG_DBU|Bond Issuance,7887af9f-660f-40c6-952d-87ecf39ded56,Trade,
Treasury_SG_DBU,58b5c9d4-cf8f-4aa0-be4b-ca771e40c5f5,A_TR_Repo,f1fbdf5e-d4ea-4b1e-89fe-e301b727c6a1,FASQL Query,Treasury_SG_DBU|Repo,74d0b95f-f1d6-4ab6-ada0-ce8e328d796d,Trade,
Treasury_SG_DBU,f1fbdf5e-d4ea-4b1e-89fe-e301b727c6a1,A_TR_ReverseRepo,7f3e9b23-8c34-4214-bbaa-17a03ff2f92e,FASQL Query,Treasury_SG_DBU|Reverse Repo,58b5c9d4-cf8f-4aa0-be4b-ca771e40c5f5,Trade,
Treasury_SG_DBU,7f3e9b23-8c34-4214-bbaa-17a03ff2f92e,A_TR_RepoCollateral Coupon Transfer,46d412b8-1440-4bbf-95ac-6f858dd58e77,FASQL Query,Treasury_SG_DBU|Repo Coupon Transfer,f1fbdf5e-d4ea-4b1e-89fe-e301b727c6a1,Trade,
Treasury_SG_DBU,46d412b8-1440-4bbf-95ac-6f858dd58e77,A_TR_IRS,525faa84-ccf3-4c1d-8118-060f9110a45e,FASQL Query,Treasury_SG_DBU|IRS,7f3e9b23-8c34-4214-bbaa-17a03ff2f92e,Trade,
Treasury_SG_DBU,60fea193-38a0-490c-bfce-3129a43efa90,A_TR_Sett_SGD,bc8bf00d-a5f8-4382-8076-76659885c40b,FASQL Query,Treasury_SG_DBU|Settlement,,Settlement,
Treasury_SG_DBU,bc8bf00d-a5f8-4382-8076-76659885c40b,A_TR_Sett_Interoffice_DBU,,FASQL Query,Treasury_SG_DBU|InterOffice Settlement,60fea193-38a0-490c-bfce-3129a43efa90,Settlement,
Treasury_SG_ACU,ae77fa6b-1a72-4c07-8dba-b62f2cf0ba48,A_TR_Sett_Interoffice_ACU,ceb37eb0-0d44-49ab-a079-198de4a5b9f0,FASQL Query,Treasury_SG_ACU|InterOffice Settlement,,Settlement,
Treasury_SG_ACU,4b3fc86f-7035-4fd8-b07b-621cf88cdec7,A_TR_CCS,,FASQL Query,Treasury_SG_ACU|CCS,f3cb994f-6680-40f4-a6f1-dbcc63cf83a7,Trade,
Treasury_SG_DBU,525faa84-ccf3-4c1d-8118-060f9110a45e,A_TR_FX_Spot,bd1ae33f-5ac1-497a-841c-918645987327,FASQL Query,Treasury_SG_DBU|FX Spot,46d412b8-1440-4bbf-95ac-6f858dd58e77,Trade,
Treasury_SG_DBU,bd1ae33f-5ac1-497a-841c-918645987327,A_TR_FXNDF,db69506c-83c5-4af2-8cee-2cd882466743,FASQL Query,Treasury_SG_DBU|FX NDF,525faa84-ccf3-4c1d-8118-060f9110a45e,Trade,
Treasury_SG_DBU,db69506c-83c5-4af2-8cee-2cd882466743,A_TR_FX_Swap,09d0f33c-f8ae-4df8-b340-cafc846678b3,FASQL Query,Treasury_SG_DBU|FX Swap,bd1ae33f-5ac1-497a-841c-918645987327,Trade,
Treasury_SG_DBU,09d0f33c-f8ae-4df8-b340-cafc846678b3,A_TR_FX_Forward,03ecd9a5-fd5b-4cfa-aaf9-e522a476c71a,FASQL Query,Treasury_SG_DBU|FX Forward,db69506c-83c5-4af2-8cee-2cd882466743,Trade,
Treasury_SG_DBU,03ecd9a5-fd5b-4cfa-aaf9-e522a476c71a,A_TR_FXO,af005efa-1ab5-44fe-9613-1b6c72831fb2,FASQL Query,Treasury_SG_DBU|FXO,09d0f33c-f8ae-4df8-b340-cafc846678b3,Trade,
Treasury_SG_DBU,af005efa-1ab5-44fe-9613-1b6c72831fb2,A_TR_CCS,,FASQL Query,Treasury_SG_DBU|CCS,03ecd9a5-fd5b-4cfa-aaf9-e522a476c71a,Trade,
